Id,SalePrice
2658,153895.68473203754
2718,157890.18289388221
2414,213869.76545767018
1989,101780.33773797346
625,177509.56092861746
333,86434.4832428266
1327,106436.05534858261
858,143054.09475151342
95,184891.0946248284
1568,169384.62786377178
2482,154288.86398714827
1364,117897.08660286272
2584,144188.58345059387
818,288395.13461524184
2673,144661.09720001015
2089,123757.43446137881
1297,165948.95932059048
790,117793.62739161705
2616,205155.71514010857
720,192972.79556449075
222,154728.0117297966
557,132939.26332192152
1148,196335.22187891556
2766,177906.76813268178
534,177298.9850163585
1452,120952.53026931465
630,118585.87749662466
2648,116665.58191393496
125,160615.98873968204
1904,62531.90641990275
1670,112183.01340477403
756,92993.87394016632
717,198006.11165401817
1032,157499.03523344605
852,211371.7777981671
1731,175358.3773776074
2639,118137.78042059732
2071,92208.43601310879
1267,115475.87991795184
1851,187584.41902179446
567,156077.614208496
2439,204372.5661444426
1898,148616.59557510586
647,160001.44522846502
2256,215885.5976798504
979,90060.05358993029
1444,218036.99899393847
2485,128370.22049505735
157,135658.08947749913
88,126947.58871597264
2003,106154.86768935718
186,216108.2739286082
1425,232740.03005473255
2695,114973.36444638483
738,101052.42450086866
395,153919.7518964872
1353,174195.27629719564
1878,131609.80729936107
390,162949.19704747814
1456,230472.3066593568
1103,311466.57546246663
1387,144425.990582522
2070,145217.01393450418
1199,171302.92114588202
2479,170372.6910457661
501,297993.1963465396
2362,94176.6293789387
1718,200208.48827458158
2188,89784.18385401358
1483,151743.0409606332
2557,94186.16431557939
437,364758.80121579184
2224,199793.8825580768
1628,164435.46504806046
397,136513.80328869593
587,189208.5102555665
2182,692393.2715582972
971,135778.4359000757
2611,141551.25157709004
1887,102926.28587838291
2399,355189.72540409776
2148,195674.20441943442
304,136045.41690479705
1997,123751.20868521098
2817,104825.82641416791
1431,202858.00603638272
427,347874.06824172556
263,126964.20893100981
598,171543.54339109064
2895,219813.92598209265
687,143864.0825375616
1822,134623.7947343091
2191,110796.0320945338
179,133537.31519045317
1009,216331.51415934594
2010,128509.14300852043
1991,131976.75777568162
1411,190919.4078616189
1721,230924.44242385548
1144,188673.66028312757
593,215066.59729649028
575,304416.44096832885
1249,166166.5355516285
1604,123944.79205697228
1064,498129.5300484959
1923,157606.9751210934
1988,108247.13005185037
2325,166074.82136678108
114,201677.04339385172
2700,174401.17973500755
217,136532.54515572608
343,174563.45416648884
386,226116.2626740704
2005,111672.04795811753
2908,142857.40820094984
1814,243227.47096881195
2446,525575.5271406169
208,132241.26417006366
1679,104075.86713727807
822,321120.23405778175
6,192418.60331304677
1781,394574.4309065925
2397,288937.4157129089
2340,329365.715461867
1618,167836.92941990454
2843,126374.45796551467
1061,372487.02303350053
2786,126745.66619973481
1935,136201.50703976784
1341,112175.17414826619
521,253108.67134076927
2136,133571.01858461119
996,209496.52472548
227,149566.949123996
135,182306.49636441533
1167,167592.81935464317
294,232629.60951974936
1776,203283.5504550488
540,159487.37371901236
1717,205042.0304578218
2303,131604.54300787518
116,182833.80103188942
127,133176.51163113653
1371,131636.94932266744
1014,162693.78316599378
1507,104090.84867023194
702,118787.29982030208
750,152953.19512460456
261,149506.01649788045
1559,84063.86363582533
577,210994.4523206743
2812,193382.2850722161
2080,157142.61411211928
1368,109016.29024212374
2376,119388.63936756417
659,114738.80185294282
1235,134680.24235452263
332,70471.92573557013
1917,142777.98709230352
2094,254845.77106014412
1460,265612.80486631475
1471,219435.471087794
1509,126073.77654422034
1922,132671.90905844033
433,506271.9011941602
460,260225.64234208624
1116,230047.56753546436
1137,165141.4401427641
53,159205.97962133226
2354,269568.7536332983
1475,192319.80494579507
1761,609310.8939286142
842,147966.24667156022
2739,174108.6083675741
2509,148653.26043516267
1007,200783.66903927675
2610,175235.00002443674
1952,91408.12091640735
2719,163761.33863322865
2921,74886.14721385465
1966,150527.9011471773
292,106625.61507120548
1204,190629.46446527293
1829,254019.26428084302
2419,186189.21126568207
391,142183.81246451393
798,113036.19962401027
481,195003.65459097162
193,208773.47859449056
555,117200.30740363288
899,45382.00073325739
2357,184736.06511220738
328,139245.1651037296
1356,129585.54055794628
1154,108226.06823101785
1730,174026.4161403523
2249,158451.502597546
1119,281144.0461201689
2856,142260.6187250286
1394,123804.16697033515
2587,113717.75332811383
61,328733.3281339041
2661,181628.70743739788
2711,126995.25990633653
1147,174997.72193045853
757,119877.9136542205
2623,103180.94399639516
2378,133409.60355975595
1413,143795.7245062912
1722,211693.82319665878
1112,209310.1610482644
1623,195772.47495184396
1201,184278.9613957341
1513,111643.14770319952
957,453184.33121580235
1171,258724.81657600007
1145,192282.9559202123
2726,236796.9134334571
703,146942.02711578904
760,91951.2390510825
1964,151760.3290818181
2512,178887.88776178492
159,147191.69674867694
1281,154026.57184582108
468,173292.25070913933
290,120699.93044232378
665,103326.76709314177
1463,260421.58177980356
1792,220891.9816159883
923,164759.65066936117
500,261715.20897306947
1408,197658.706660785
331,91909.34288650012
170,103176.0644535892
2192,103358.93086910993
2571,314413.7949010653
2314,173546.20577720323
2647,85513.29669288865
422,436025.6985714892
2457,365625.48768899665
1838,207094.0325837789
2805,260431.6653202986
1645,148986.92734356006
1711,297405.40814726485
2825,242883.91095019912
322,325482.92670979246
2103,250997.93513534084
342,123939.62043323393
600,130246.77907900175
488,175229.2287336369
1725,322234.24152506195
2246,283190.68116375105
2847,152023.18576602638
806,241053.77978745778
530,230502.49361342908
963,185421.32973624443
2678,89925.97356783031
171,82198.59956368816
2401,453082.9071835834
805,219982.2081586059
2259,221684.19791439877
1748,174976.19372519595
1361,136830.25834836197
1677,109443.44923423234
1406,161942.3147248888
2322,253600.95369125425
688,140745.56219634556
143,146704.8332082069
804,202548.54933163553
1214,166284.95761912173
2828,151854.2057048085
1999,205967.35248868185
2467,202829.65161861977
2665,153333.32411603373
1538,336600.90011139726
398,125529.20379571093
2822,150608.82477374884
2157,136026.91797958588
1856,186608.91182291188
1269,87065.94289822788
2570,111431.02858016938
2320,229835.3075348948
1517,137795.45917626994
2304,127302.9897894778
1312,93539.91282497167
2012,130014.48726021138
506,241431.87642581802
2865,211293.03532093848
2367,95030.80720403086
554,90432.41080392407
238,141963.0500862083
1954,110861.48294519779
2488,117841.06449877814
2291,69415.94852072369
1969,110084.39990142682
2725,172241.91132852095
1482,140967.17673226615
2763,189898.70993901495
503,252936.83558300094
1584,245407.27257399462
1531,144238.90731888183
2210,174051.01619930053
459,344380.15261688374
556,131804.12987874664
1347,125290.43344632456
1290,66770.18296649835
1388,100558.06344051177
1571,366328.1499373007
2754,196958.6036673892
765,149325.33068809746
2494,130932.55526607903
2870,225182.68300057302
7,221908.84263739776
1114,252748.51869596483
2418,282036.15855861956
291,111990.16815104858
18,359588.90477896447
39,377498.08050984563
1001,260654.17112762856
2442,226319.90405801462
616,114053.59814247431
2680,72463.58689202479
1414,132448.87331556392
289,145206.31590224584
40,251351.16449462043
860,133025.25736978863
409,136591.4031342133
673,161569.6857142161
2427,177617.61947636068
2036,218200.56446936852
2564,126186.55760205389
642,148857.50351390324
1008,177670.09315805213
1908,133756.04565070488
2519,203465.6832911751
1369,91839.40501871884
2855,178505.99535100945
712,93937.68594913284
1943,117866.05696649017
1958,123894.00257128754
107,151245.45573901015
2295,210333.62232396743
704,101519.62565275098
676,143587.709621302
259,179314.88304473402
93,290577.6750083604
106,241712.32911979765
2315,172299.554361094
1050,104809.31691817426
1095,200897.0475343109
2709,147027.17943699853
758,142039.16181921636
1496,152336.09499327064
2370,117929.46814333081
2458,289229.0406675457
2733,139781.2469574748
161,218946.9482612123
726,147142.9580667731
845,204739.95412528163
947,246668.65454922552
2232,107804.86714331576
2563,146701.6305237141
2299,154949.3130886278
211,93969.30867602675
605,150705.28596663277
1478,199979.71931872552
2247,269986.92261162127
2274,237684.7185125045
2869,205820.67800722015
967,208028.90037600964
2656,121477.04998486042
667,188042.3029358163
1042,112163.56299032783
2023,158422.4988156453
2447,395125.3484578508
2055,129837.02391418022
2275,296413.55810686015
2204,170417.6397639414
1563,278314.92353184556
483,212826.55982323113
796,129945.71480667996
1526,163037.57191026496
2042,142383.97953251633
442,338958.07787476084
1693,347442.077788194
1468,219476.44197351107
1430,198017.38392126645
2605,145794.62876877986
1529,200639.9256518341
335,151943.33378998318
1287,124117.03359102548
31,92452.41374165076
1785,313507.0142154319
82,162075.84337679105
2620,111714.62978605455
252,175137.0518144238
721,66999.76272271526
2165,181364.425930699
2316,188027.78867841186
775,127695.90685895327
1558,110431.11677038157
17,218592.64209539554
1022,219719.53985755896
925,124699.165508453
438,276252.67963748035
1270,140122.86799389505
1272,127782.49703578278
215,135996.06706233503
266,224322.16344792032
2402,278022.0659932451
1250,138994.2016459276
1984,116386.31030038369
1279,141700.97381464066
377,240707.09457508646
1252,117253.07629485053
2156,263870.77428257803
499,318462.9364772809
1374,126379.53352228779
2898,255273.68618356984
401,120962.31057200226
2721,153115.78743859142
2078,234642.27733780595
2589,124744.46709093281
1946,203802.47470465573
1334,120043.6188500951
2781,214011.36593361237
431,404198.21686104103
576,196071.2044378941
1474,208174.9746770741
2254,146272.32798872527
2155,269946.9991314807
885,96461.42418253624
643,138663.76120996024
1944,125711.5034722916
480,192257.2105335122
2845,97669.60032758063
2387,334736.46325185
2407,205080.2513676691
2527,166085.37949398736
2514,140672.91066874322
629,141894.18938828298
80,201982.34800003632
1876,141399.87884855855
1546,121456.67816539101
2518,167933.09230763884
2347,154080.95238073904
783,238810.5570076653
1322,41849.032308870694
194,82762.80824696712
1770,284044.4684909885
2143,149414.56117129288
1229,219208.9722645844
511,277232.60610361595
46,225424.8471653387
1348,153461.7481521104
2465,200924.6886623515
387,241711.3027195856
873,221967.4435956929
1918,131323.69691472442
2764,237085.94650756518
2184,138233.81713655707
934,130149.3588583666
1920,137693.34683512582
2631,141724.52596012125
1768,612571.4009498239
2040,116496.70283789383
1749,211369.60024263317
834,240871.05818287883
1457,229140.28085471285
79,122266.75824906564
2302,136237.8984438243
1817,140979.34772649215
2755,227440.3871815115
359,171062.58819907325
2059,106203.48068490252
2092,233446.0148561998
2516,218478.13808031759
150,121234.37649331836
1656,103015.46191869635
83,97079.26636337572
2411,178902.1623304638
795,76537.98862456613
2312,216363.65880316545
2917,103274.9112168237
1624,177095.03510254694
2215,312166.1771412932
1211,153849.73844600157
1485,152661.04335544532
1024,166228.07685697675
570,192453.37686695752
2874,136703.9206961668
700,119917.55992319983
2756,210553.0104410965
2022,178017.3626432663
583,225501.58411478205
2392,389731.46902932995
2424,169258.40755013883
212,122973.43509647046
736,128938.87138577676
1610,157080.5391934949
890,110013.12463664186
467,170284.32494405413
578,222894.75008577574
1747,192916.02859344063
1149,155955.22342210318
2758,257235.85595245488
857,142275.93074410787
2219,281634.3648986875
733,98925.16861196485
2909,105956.9740529216
1798,255208.28360640816
235,124862.37594953872
2366,116667.33289930697
1027,130355.96922741132
1195,135900.68340343496
1303,61189.87797358862
148,184523.631322149
608,163506.5094235465
2515,192602.58776972312
821,270657.2007895095
2500,270321.92308888474
745,108989.59546318304
741,126526.5847942032
1611,143028.716989342
2532,129194.05449022181
1081,232240.41548929235
1692,458244.4722342994
2520,170979.7859191045
276,115158.37084491063
1992,122715.56431059488
663,57419.92640169291
418,120103.91552228644
1733,189540.30159962922
2359,148831.13693901477
253,177690.58016457694
1518,175951.08091506822
2035,134459.10341430045
2919,68040.92357731445
1540,239755.84571978217
2120,153548.46234791647
1674,160929.33817756534
256,150925.9604991041
2361,106633.73963034387
978,80848.37887202045
2280,149468.00110989792
2095,219357.4137074675
1709,340251.4154712991
2801,243348.6372145318
1246,111886.1388623279
2373,92405.71908152087
1055,296386.7185692215
2017,118847.62738185891
1099,262052.99200552003
1344,70394.47238747231
835,208365.63192940172
1117,216529.45276076344
2043,88244.62371665209
2085,130586.88893912811
410,138568.39121144926
2650,111926.49985246749
2867,173856.17835818755
1668,111903.53655974483
1161,158816.57259479194
2122,167673.79146888404
2539,154824.66710140923
1047,145701.7405332704
1445,128153.82877871054
541,126677.80283315394
569,213723.8406153879
1276,117038.09815114082
918,156543.9726023529
326,171376.15461424086
1936,132417.92813671735
895,104405.68387467366
257,158135.62519461627
1241,180175.58780833863
1545,123853.40456978734
1189,171186.24508663197
270,136004.5365294878
2066,173929.57456010318
693,108442.90619220535
1259,149889.6233752014
2916,153174.4067230175
2321,285976.8356838749
1977,103844.17658815437
1895,135903.3701029695
1240,173810.54630731544
85,147547.88149374808
1823,130471.5717976618
825,293990.98182635824
110,227018.01482422563
697,116983.58686663082
2297,117293.43476738124
1231,138441.6770109967
1355,134869.52568161665
968,326030.8757606904
584,219105.85731300229
1315,127108.78202868772
1606,158270.2169258646
206,110972.60382823899
1685,365961.25151735026
2016,135746.63413011143
869,206034.3123664852
2135,124895.2615114841
2346,178807.07457849252
2430,228623.35444218782
2198,83565.33823708954
2652,120489.85980360684
27,121422.81382171514
241,160374.33270604827
906,124902.64968853496
1506,119842.26176834981
2098,384451.5184043773
1435,227272.17010022321
2213,130528.37211264846
1274,132105.1528707887
743,18095.351135827135
1737,191820.15752549988
2797,273382.3864451195
2185,64136.778376499264
58,168068.69435437533
830,196887.90012482658
808,115412.87970918344
680,130388.02133964686
1153,111965.0689696704
1291,136153.91498137295
1818,146274.7555477426
2161,185876.56796913315
1883,118351.99907930494
350,381591.0907275727
2473,142879.5511099157
295,179882.40454516443
293,180798.10536766337
859,135028.54056244393
288,69898.0051684414
1578,139535.39136618367
102,174574.30510843464
2831,137052.53168307478
1030,154021.85069372779
2551,146468.6477492854
1286,149351.32628214883
958,312521.78500732256
776,128333.44984662939
72,249357.7917499768
2263,255191.17161524325
1866,153748.80028116933
2876,76098.3540088147
2146,250907.10903607437
103,172458.36630161083
1500,142976.45375699527
492,176522.02420700935
167,149778.02079081026
2597,122519.30776906795
2685,111499.95088136992
