Id,SalePrice
2658,155388.2559065048
2718,159326.15078638482
2414,215362.1292130899
1989,103859.41086285171
625,174693.51095374255
333,89658.14173886823
1327,109132.39890743565
858,147155.9780548562
95,190051.63616733853
1568,167500.47946816252
2482,156610.30056923922
1364,119697.03596208649
2584,142815.7389949321
818,279071.28363684996
2673,157646.0572794726
2089,120363.19880437315
1297,161425.62631048798
790,118045.28560438656
2616,203153.12655000298
720,203701.09318532146
222,149734.45789644704
557,126100.76213551045
1148,193790.96419121983
2766,174819.62128343293
534,177552.9735066429
1452,121269.36899838604
630,115120.91291808583
2648,112360.64196034503
125,162067.16955451597
1904,58689.08141694435
1670,111727.38777786838
756,92498.76294522536
717,201313.84008354397
1032,164619.6460623392
852,207836.28884297522
1731,182686.14116954067
2639,118561.38986199861
2071,90254.62341393165
1267,111230.9550531967
1851,188816.1333772349
567,158213.2800225558
2439,205359.48674698814
1898,144549.71466429223
647,170903.60036124167
2256,212269.9922910937
979,90663.5544571165
1444,215367.9349670914
2485,123400.65723809623
157,130183.98817705139
88,125853.25786906357
2003,108533.04425167642
186,219318.5718929094
1425,230234.7983999175
2695,118057.57657967249
738,100809.50464841438
395,154902.57325127255
1353,173222.42445529523
1878,137735.37497834995
390,163570.86018711643
1456,226416.67107859417
1103,310807.6916333477
1387,147779.40562070726
2070,147374.80036436106
1199,180352.6150128866
2479,169821.35725750827
501,293648.0569953915
2362,98356.95305361932
1718,201927.14939004637
2188,86362.49115332594
1483,157944.1187770454
2557,83069.25571136615
437,376878.2521085391
2224,204413.26899384774
1628,169202.91221867627
397,136956.8055125668
587,193187.04293696673
2182,723795.6431617957
971,137812.28551580355
2611,145799.36515154646
1887,95238.28447767858
2399,355146.8781104015
2148,194481.3367217838
304,128490.00715630388
1997,129025.510629822
2817,108713.54737969305
1431,196327.7197063745
427,344444.41980311344
263,120396.71589243315
598,175407.7682318225
2895,233203.0583138776
687,145270.49979453467
1822,137753.9402094505
2191,107423.99874721991
179,129777.7913206534
1009,214683.5122286884
2010,127189.85226307026
1991,140059.7846811577
1411,189757.48435999325
1721,236211.3023391019
1144,184896.8397240854
593,219391.0967034054
575,293069.7543557202
1249,165873.6761559328
1604,126124.7495946085
1064,492566.9201495187
1923,159090.6459909759
1988,114370.91907338696
2325,165531.47124491291
114,201436.9157318761
2700,183166.2190138408
217,144570.4001721049
343,174509.17563665996
386,232633.73931946937
2005,111252.65646077192
2908,143368.11457027355
1814,247571.77601184632
2446,551322.0540767672
208,134824.12769974553
1679,102827.93814695046
822,313201.98959312664
6,188486.59049542216
1781,397603.57514663285
2397,293363.7613201429
2340,331079.2895496322
1618,166400.11114803352
2843,124659.04885081609
1061,376334.9959696317
2786,125266.05100754582
1935,136491.4871232457
1341,114415.61692863255
521,254581.46468170892
2136,128518.93579317608
996,200149.04178361126
227,141485.2966154885
135,188153.8903478185
1167,164464.28043676622
294,237182.49523271553
1776,208533.4287679491
540,166853.75951421823
1717,208555.5803986751
2303,135343.90807343263
116,185155.2974376992
127,131146.60493764764
1371,132203.78142778095
1014,174363.97993447783
1507,101865.21158408103
702,127497.73077057378
750,147106.29285946646
261,154853.97722113703
1559,77024.31333385693
577,221288.96626916894
2812,195304.1870388306
2080,160425.28119475124
1368,112688.31032005255
2376,120210.95474147465
659,111368.0705525998
1235,135367.9232495535
332,70937.8282523356
1917,144458.3489050285
2094,253453.00914021936
1460,265289.1502379341
1471,214734.79982918687
1509,125605.78447502134
1922,135591.10704374866
433,509029.4330954844
460,261157.02733101766
1116,228242.04104943038
1137,169552.09523845947
53,157867.9120096759
2354,283041.8295927941
1475,191961.92496196245
1761,606975.777908811
842,142462.50543421094
2739,182235.58134800167
2509,151334.61548826902
1007,201030.67427036536
2610,178788.82465484185
1952,78121.62204864109
2719,165556.70718576983
2921,82802.15627778071
1966,149493.2787997331
292,108203.76379763907
1204,192326.43786374503
1829,255024.95187639302
2419,189815.1208299136
391,145463.94213332102
798,113433.11582038373
481,193295.21283771005
193,205746.1601819534
555,116559.33724574017
899,55507.107598912626
2357,184774.41194080285
328,140854.82518848317
1356,120260.5923613576
1154,106269.96155502
1730,177427.6237694881
2249,151245.1109670742
1119,283256.45309940854
2856,136487.4720047723
1394,131377.43526918563
2587,112269.81661762595
61,333147.2498966106
2661,174997.52551511934
2711,133267.88664947782
1147,181085.66949571838
757,124203.95256564765
2623,94198.28130428771
2378,130848.2405750846
1413,150609.2290858021
1722,217178.55413277552
1112,213267.9674594988
1623,188914.42525213616
1201,187484.18786610782
1513,111198.78680251194
957,514803.89750157966
1171,256209.21336749787
1145,197106.53253548633
2726,233733.05383757156
703,151931.68784509198
760,99941.30376915533
1964,151703.81527980522
2512,175185.79266552572
159,149063.27542595955
1281,156619.26435983146
468,173234.04560176187
290,118638.06020639688
665,99124.41301488133
1463,259415.60388278266
1792,224726.706461462
923,169322.13399931503
500,262932.8150588741
1408,201499.64061775745
331,86318.10495860978
170,105546.93251577881
2192,101083.4077313834
2571,321044.7107110971
2314,172415.20805636325
2647,89309.4068796289
422,438798.58144948166
2457,372615.7025224066
1838,215283.91246197434
2805,258774.5441656909
1645,153574.0760635685
1711,300251.52592834237
2825,253432.63741638523
322,319518.62260110606
2103,252271.17863346887
342,124713.51733644679
600,124678.30174720167
488,171813.23726294533
1725,329358.5269301659
2246,302926.43054727186
2847,153185.6604542646
806,243337.03105481085
530,234557.79711177814
963,185014.3869073238
2678,87702.17657071521
171,86663.60722811075
2401,466003.5069750415
805,219530.63444383413
2259,224060.47623559122
1748,173699.29433569557
1361,141419.05637787748
1677,114276.79055056635
1406,157614.60551628654
2322,270350.2584623842
688,146071.82069574355
143,147705.20020680537
804,204809.67689642916
1214,167511.38516702625
2828,157337.6029244273
1999,200050.76225883112
2467,206655.5724058646
2665,153347.81738861284
1538,336443.3173046337
398,120071.97611665865
2822,154613.61326680327
2157,142167.89705919754
1856,194066.58866844975
1269,85138.33426427699
2570,118613.44422165686
2320,228010.19001265813
1517,140263.54315892264
2304,123442.28780507072
1312,94093.06193471687
2012,130835.6941073356
506,255096.4740416081
2865,212843.76596137235
2367,100479.58142699488
554,78954.87500701306
238,138882.75964294205
1954,116314.5948641431
2488,129155.15512769498
2291,70895.0997951195
1969,104698.80110803506
2725,169459.10795681545
1482,145890.9690912675
2763,189978.98557069522
503,250852.9552419638
1584,247406.27751525215
1531,140791.09209643648
2210,179095.35893858527
459,349347.8100341424
556,131734.49636435654
1347,129904.06438256013
1290,69206.72231744084
1388,98175.52664645754
1571,401620.01465106336
2754,194455.66173613808
765,154939.26593363564
2494,135436.60384574073
2870,223211.03739111824
7,218265.59109647752
1114,258811.64257107684
2418,289420.6744951509
291,120271.78255291434
18,355863.00564779015
39,381059.75060296943
1001,269311.4842238199
2442,229789.20547412307
616,111095.5917954034
2680,67973.59027405825
1414,125251.12696880626
289,146398.73527202837
40,260536.52668964077
860,126930.31514694804
409,137731.49708715297
673,156529.21591490222
2427,179335.8166705946
2036,221645.8451343274
2564,130807.95362864892
642,149260.97259756573
1008,175098.08816988964
1908,139516.1387818013
2519,201656.9622245101
1369,94099.93341939247
2855,174549.1155077193
712,97889.71137737535
1943,116475.69466892013
1958,127094.01333880881
107,152292.16684087986
2295,219423.2737611563
704,101994.1810139668
676,137511.20614748937
259,175430.09683135623
93,293981.38652615575
106,244476.98928039148
2315,171348.61631724864
1050,109681.20495910925
1095,202435.86937718358
2709,148944.67175057426
758,147941.8735311476
1496,152780.24232675595
2370,123572.35115506547
2458,301749.2565969411
2733,135616.1189498015
161,230179.58264525572
726,145170.31975815483
845,200863.655493746
947,248933.22408805307
2232,117208.84942864627
2563,149514.6801618102
2299,159958.9707317686
211,84120.6392332928
605,147816.898524452
1478,203110.0907549842
2247,286087.8659880556
2274,233957.21178992713
2869,208917.6310877219
967,210505.74475135258
2656,121431.39109250534
667,190299.16929240915
1042,114870.87945916645
2023,159380.9584669359
2447,394845.32786455844
2055,127131.50564968452
2275,302317.18612229405
2204,173214.62172527175
1563,296685.4155115747
483,215661.27092152505
796,130734.31097098044
1526,161902.30056867434
2042,152093.0848134717
442,337806.2084926966
1693,358758.2788811866
1468,217513.71543973353
1430,189632.07966785005
2605,149691.69447090983
1529,206278.50037381618
335,162767.6835074473
1287,126941.45056734096
31,96703.67244092235
1785,305979.04041754047
82,159311.26011918028
2620,120061.1433556475
252,171818.6636402886
721,56993.81963695168
2165,181179.20404385522
2316,181334.7636476994
775,122724.27856303075
1558,100082.74411267467
17,216893.66035811303
1022,233357.17570024414
925,122642.65187781827
438,282488.4748916359
1270,145452.17718115813
1272,131813.48185497551
215,136578.51219652419
266,223125.6788355592
2402,274151.67274569
1250,135025.45062385814
1984,116866.13717424299
1279,136080.10395667155
377,252012.80844336448
1252,111261.26794126426
2156,265033.95381173457
499,322989.2839981499
1374,123608.85743619157
2898,250190.76130406524
401,122864.96021080791
2721,153572.071416333
2078,229074.7371898824
2589,126855.89704367155
1946,201283.63022692202
1334,127172.18431066348
2781,212638.60792482615
431,409396.92871091736
576,198316.2108951958
1474,207130.75043844877
2254,144000.74994505892
2155,269446.18560662004
885,92749.82891333243
643,137337.04029306467
1944,120833.45580378073
480,191408.10016281085
2845,101477.23917834401
2387,349427.36291814235
